Make,YOM,Color,Used,Transmission,Mileage,Price,City
Nissan,2012,White,Kenyan Used,Manual,121046.0,850000,Nairobi
Nissan,2012,White,Kenyan Used,Automatic,100455.0,635000,Nairobi
Nissan,1989,Red,Kenyan Used,Manual,300876.0,130000,Nairobi
Nissan,2012,Black,Kenyan Used,Automatic,84002.0,1300000,Uasin Gishu
Nissan,2014,White,Kenyan Used,Automatic,86532.0,740000,Nakuru
Nissan,2005,Silver,Kenyan Used,Manual,192365.0,770000,Nairobi
Nissan,2006,Pearl,Kenyan Used,Manual,65072.0,2900000,Mombasa
Nissan,2013,Silver,Kenyan Used,CVT,135000.0,710000,Nairobi
Nissan,2011,Silver,Kenyan Used,Automatic,122000.0,535000,Nairobi
Nissan,2006,Gold,Kenyan Used,Automatic,142158.0,399000,Nairobi
Nissan,2013,Silver,Kenyan Used,Automatic,115000.0,635000,Nairobi
Nissan,2006,Black,Kenyan Used,Automatic,86532.0,750000,Nairobi
Nissan,2008,Silver,Kenyan Used,Automatic,86532.0,580000,Nairobi
Nissan,2004,Silver,Kenyan Used,Automatic,86532.0,690000,Nairobi
Nissan,2014,Pink,Kenyan Used,Automatic,86532.0,800000,Nairobi
Nissan,2014,Silver,Kenyan Used,Automatic,80000.0,630000,Mombasa
Nissan,2007,Gray,Kenyan Used,Automatic,86532.0,380000,Machakos
Nissan,2013,White,Kenyan Used,Automatic,112000.0,1100000,Nairobi
Nissan,2011,Silver,Kenyan Used,Automatic,148000.0,495000,Nairobi
Nissan,2012,Black,Kenyan Used,Automatic,87236.0,600000,Mombasa
Nissan,2012,Red,Kenyan Used,Automatic,89412.0,530000,Mombasa
Nissan,2012,White,Kenyan Used,Automatic,97412.0,750000,Mombasa
Nissan,2013,White,Kenyan Used,Automatic,171594.0,780000,Busia
Nissan,2012,White,Kenyan Used,Automatic,112325.0,580000,Machakos
Nissan,2014,White,Kenyan Used,Automatic,55456.0,1350000,Nairobi
Nissan,2010,Blue,Kenyan Used,Automatic,112000.0,550000,Nairobi
Nissan,1989,Blue,Kenyan Used,Manual,175000.0,220000,Nairobi
Nissan,2011,Silver,Kenyan Used,Automatic,86532.0,995000,Nairobi
Nissan,1997,Gray,Kenyan Used,Manual,200000.0,230000,Nairobi
Nissan,2011,Silver,Kenyan Used,CVT,135000.0,670000,Nairobi
Nissan,2011,Silver,Kenyan Used,Automatic,86532.0,995000,Nairobi
Nissan,2008,White,Kenyan Used,Automatic,152799.0,350000,Nakuru
Nissan,1995,White,Kenyan Used,Manual,81635.0,190000,Makueni
Nissan,2008,White,Kenyan Used,Automatic,86532.0,460000,Nairobi
Nissan,2010,White,Kenyan Used,Manual,168000.0,1299000,Nairobi
Nissan,2010,Silver,Kenyan Used,Automatic,123412.0,530000,Mombasa
Nissan,1996,White,Kenyan Used,Manual,55825.0,380000,Machakos
Nissan,2013,Silver,Kenyan Used,Automatic,86532.0,650000,Kiambu
Nissan,2008,Blue,Kenyan Used,Automatic,86532.0,599000,Nakuru
Nissan,2006,Black,Kenyan Used,Automatic,86532.0,770000,Nairobi
Nissan,2001,Silver,Kenyan Used,AMT,86532.0,590000,Nairobi
Nissan,2005,White,Kenyan Used,Automatic,122865.0,445000,Nairobi
Nissan,2006,Gray,Kenyan Used,Automatic,110000.0,780000,Nairobi
Nissan,2003,White,Kenyan Used,Automatic,183054.0,270000,Machakos
Nissan,2013,Gray,Kenyan Used,Automatic,100000.0,1300000,Nairobi
Nissan,1996,White,Kenyan Used,Manual,450000.0,435000,Kiambu
Nissan,2004,Silver,Kenyan Used,Automatic,141465.0,330000,Nairobi
Nissan,2006,White,Kenyan Used,Automatic,120000.0,600000,Mombasa
Nissan,2014,Pink,Kenyan Used,Automatic,57000.0,780000,Nairobi
Nissan,2014,Gray,Kenyan Used,Automatic,116914.0,680000,Mombasa
Nissan,2011,Gray,Kenyan Used,Automatic,136412.0,500000,Mombasa
Nissan,2012,Red,Kenyan Used,Automatic,86532.0,550000,Kiambu
Nissan,2013,Red,Kenyan Used,Automatic,87235.0,920000,Mombasa
Nissan,2007,Gold,Kenyan Used,Automatic,67000.0,900000,Nairobi
Nissan,2006,White,Kenyan Used,Automatic,157000.0,735000,Nairobi
Nissan,2009,Gold,Kenyan Used,Automatic,128000.0,599000,Nairobi
Nissan,1991,White,Kenyan Used,Manual,100000.0,650000,Kajiado
Nissan,2009,Black,Kenyan Used,Automatic,86532.0,535000,Nairobi
Nissan,2012,Red,Kenyan Used,Automatic,113258.0,920000,Nairobi
Nissan,2008,Gray,Kenyan Used,Automatic,147000.0,420000,Nairobi
Nissan,2006,Blue,Kenyan Used,Manual,98000.0,550000,Nairobi
Nissan,2011,Silver,Kenyan Used,Automatic,126412.0,500000,Mombasa
Nissan,2010,Silver,Kenyan Used,Automatic,112012.0,530000,Nairobi
Nissan,2012,Silver,Kenyan Used,Automatic,118523.0,650000,Nairobi
Nissan,1995,Silver,Kenyan Used,Manual,260000.0,320000,Nakuru
Nissan,2013,Black,Kenyan Used,Automatic,104000.0,990000,Mombasa
Nissan,1995,White,Kenyan Used,Manual,86532.0,350000,Kajiado
Nissan,2012,Red,Kenyan Used,Automatic,65000.0,600000,Mombasa
Nissan,2010,Gray,Kenyan Used,Automatic,121999.0,1000000,Nairobi
Nissan,2010,Silver,Kenyan Used,Automatic,86532.0,520000,Nairobi
Nissan,2007,White,Kenyan Used,Automatic,139400.0,490000,Nairobi
Nissan,2002,Blue,Kenyan Used,Manual,195000.0,1600000,Nairobi
Nissan,2010,Gray,Kenyan Used,Automatic,120000.0,505000,Nairobi
Nissan,2009,White,Kenyan Used,Manual,165000.0,810000,Kajiado
Nissan,2004,Black,Kenyan Used,Automatic,136000.0,565000,Nairobi
Nissan,2011,White,Kenyan Used,Automatic,86532.0,630000,Nairobi
Nissan,2009,White,Kenyan Used,Automatic,86532.0,449000,Uasin Gishu
Nissan,2014,Gray,Kenyan Used,Automatic,92000.0,820000,Nairobi
Nissan,2014,Silver,Kenyan Used,Automatic,96000.0,595000,Mombasa
Nissan,2007,Silver,Kenyan Used,Automatic,86532.0,450000,Nairobi
Nissan,2009,Black,Kenyan Used,Automatic,102183.0,900000,Nakuru
Nissan,2000,White,Kenyan Used,Manual,230800.0,420000,Nairobi
Nissan,2004,Pearl,Kenyan Used,Automatic,263000.0,650000,Kiambu
Nissan,2010,Gray,Kenyan Used,Automatic,136586.0,550000,Mombasa
Nissan,2012,Blue,Kenyan Used,Automatic,84123.0,620000,Mombasa
Nissan,2007,Silver,Kenyan Used,Automatic,120000.0,299999,Nairobi
Nissan,2005,White,Kenyan Used,Automatic,123456.0,425000,Nairobi
Nissan,2014,Black,Kenyan Used,Automatic,130000.0,1900000,Kajiado
Nissan,2009,Silver,Kenyan Used,Manual,86532.0,720000,Kiambu
Nissan,2011,White,Kenyan Used,Automatic,142000.0,380000,Nairobi
Nissan,2012,White,Kenyan Used,Automatic,89000.0,945000,Nairobi
Nissan,2008,Silver,Kenyan Used,Automatic,171045.0,850000,Nairobi
Nissan,1991,White,Kenyan Used,Manual,245678.0,390000,Nairobi
Nissan,2011,Blue,Kenyan Used,Automatic,86532.0,495000,Nairobi
Nissan,2006,Blue,Kenyan Used,Automatic,138000.0,580000,Nairobi
Nissan,2008,Black,Kenyan Used,Automatic,125000.0,530000,Mombasa
Nissan,2009,Blue,Kenyan Used,Automatic,148000.0,495000,Nairobi
Nissan,2005,Silver,Kenyan Used,Automatic,136000.0,460000,Kajiado
Nissan,2003,Gray,Kenyan Used,Automatic,86532.0,345000,Nairobi
Nissan,2006,Silver,Kenyan Used,Automatic,147000.0,580000,Kiambu
Nissan,2012,Gray,Kenyan Used,Automatic,96000.0,655000,Nairobi
Nissan,2010,Purple,Kenyan Used,Automatic,113000.0,480000,Nairobi
Nissan,2004,Black,Kenyan Used,Automatic,86532.0,695000,Nairobi
Nissan,2010,White,Kenyan Used,Automatic,136852.0,400000,Mombasa
Nissan,2008,Beige,Kenyan Used,Automatic,93000.0,420000,Nairobi
Nissan,2011,White,Kenyan Used,Automatic,86532.0,425000,Nairobi
Nissan,2007,Silver,Kenyan Used,Automatic,86532.0,450000,Kajiado
Nissan,2010,Black,Kenyan Used,CVT,86532.0,830000,Nairobi
Nissan,2016,White,Kenyan Used,Manual,44000.0,785000,Nairobi
Nissan,2004,White,Kenyan Used,Automatic,86532.0,470000,Nairobi
Nissan,2014,White,Kenyan Used,Automatic,86532.0,750000,Kiambu
Nissan,2004,Silver,Kenyan Used,Automatic,111170.0,370000,Laikipia
Nissan,2014,White,Kenyan Used,Automatic,86532.0,595000,Nairobi
Nissan,2009,Red,Kenyan Used,Automatic,145600.0,400000,Mombasa
Nissan,2014,White,Kenyan Used,Manual,140000.0,2600000,Kajiado
Nissan,2009,Black,Kenyan Used,Automatic,124500.0,875000,Kiambu
Nissan,2009,Silver,Kenyan Used,Automatic,86532.0,920000,Nairobi
Nissan,2004,Silver,Kenyan Used,Automatic,160000.0,295000,Kiambu
Nissan,1994,White,Kenyan Used,Automatic,124325.0,550000,Nairobi
Nissan,2008,White,Kenyan Used,Automatic,86532.0,1050000,Kiambu
Nissan,2010,White,Kenyan Used,Automatic,86532.0,350000,Nairobi
Nissan,2011,Red,Kenyan Used,Automatic,98000.0,860000,Kiambu
Nissan,2001,White,Kenyan Used,Manual,100000.0,500000,Kajiado
Nissan,2004,Silver,Kenyan Used,AMT,86532.0,750000,Nairobi
Nissan,1994,Yellow,Kenyan Used,Manual,86532.0,320000,Nakuru
Nissan,2012,White,Kenyan Used,Automatic,121000.0,550000,Nairobi
Nissan,2010,Blue,Kenyan Used,Automatic,74330.0,880000,Mombasa
Nissan,2011,Black,Kenyan Used,Automatic,105505.0,800000,Nairobi
Nissan,1999,Blue,Kenyan Used,Manual,155000.0,195000,Kiambu
Nissan,2008,Brown,Kenyan Used,Automatic,160000.0,280000,Nairobi
Nissan,2005,Silver,Kenyan Used,Automatic,86532.0,375000,Nairobi
Nissan,2012,Silver,Kenyan Used,Automatic,131100.0,480000,Nairobi
Nissan,2010,Silver,Kenyan Used,Automatic,203400.0,850000,Nairobi
Nissan,2009,Gray,Kenyan Used,Automatic,86532.0,580000,Nairobi
Nissan,2009,White,Kenyan Used,Automatic,118469.0,465000,Kiambu
Nissan,2008,Silver,Kenyan Used,Automatic,229000.0,475000,Nyeri
Nissan,2012,Gold,Kenyan Used,Automatic,85131.0,599999,Nairobi
Nissan,2003,Gray,Kenyan Used,Manual,185085.0,850000,Kiambu
Nissan,2008,Blue,Kenyan Used,Automatic,102000.0,430000,Nairobi
Nissan,2005,Red,Kenyan Used,Automatic,132417.0,540000,Nairobi
Nissan,2001,Gray,Kenyan Used,Manual,254000.0,1800000,Nairobi
Nissan,2008,Gray,Kenyan Used,Automatic,86532.0,895000,Nairobi
Nissan,2013,White,Kenyan Used,Automatic,86532.0,620000,Nairobi
Nissan,2005,Gray,Kenyan Used,Manual,123698.0,350000,Uasin Gishu
Nissan,2005,Black,Kenyan Used,Manual,86532.0,890000,Nairobi
Nissan,2007,White,Kenyan Used,Automatic,170000.0,440000,Nairobi
Nissan,2008,Green,Kenyan Used,Manual,180000.0,1240000,Nairobi
Nissan,2011,Silver,Kenyan Used,Automatic,179000.0,400000,Kiambu
Nissan,2005,Blue,Kenyan Used,Manual,72000.0,1400000,Uasin Gishu
Nissan,2009,Gray,Kenyan Used,Automatic,136000.0,745000,Nairobi
Nissan,2005,Blue,Kenyan Used,Automatic,96000.0,850000,Nairobi
Nissan,2009,Silver,Kenyan Used,Automatic,1170000.0,750000,Mombasa
Nissan,2006,Blue,Kenyan Used,Manual,161157.0,430000,Nairobi
Nissan,1995,White,Kenyan Used,Manual,123853.0,250000,Kiambu
Nissan,2005,Silver,Kenyan Used,Automatic,220000.0,490000,Kajiado
Nissan,2018,Gray,Kenyan Used,Automatic,86532.0,320000,Kilifi
Nissan,2000,White,Kenyan Used,Manual,86532.0,380000,Nairobi
Nissan,2010,Black,Kenyan Used,Automatic,86532.0,560000,Kajiado
Nissan,2008,White,Kenyan Used,Manual,150000.0,750000,Nairobi
Nissan,2009,White,Kenyan Used,Automatic,162152.0,440000,Uasin Gishu
Nissan,2011,Pearl,Kenyan Used,Automatic,130000.0,590000,Nairobi
Nissan,2010,Black,Kenyan Used,Automatic,125857.0,1285000,Nairobi
Nissan,2007,Pearl,Kenyan Used,Automatic,121000.0,380000,Mombasa
Nissan,2006,Silver,Kenyan Used,Automatic,123176.0,599999,Nakuru
Nissan,2005,White,Kenyan Used,Manual,137000.0,700000,Nairobi
Nissan,2005,White,Kenyan Used,Automatic,78000.0,320000,Nairobi
Nissan,2009,White,Kenyan Used,Automatic,170000.0,475000,Nairobi
Nissan,2012,White,Kenyan Used,Automatic,96047.0,700000,Mombasa
Nissan,2012,Gray,Kenyan Used,Automatic,123000.0,610000,Nairobi
Nissan,2012,Black,Kenyan Used,Manual,170000.0,1370000,Nairobi
Nissan,2012,Black,Kenyan Used,Automatic,172000.0,750000,Mombasa
Nissan,2010,White,Kenyan Used,Automatic,1285088.0,380000,Nakuru
Nissan,2004,Silver,Kenyan Used,Manual,86532.0,685000,Nairobi
Nissan,2013,Silver,Kenyan Used,Automatic,85000.0,520000,Nairobi
Nissan,2010,White,Kenyan Used,Automatic,217420.0,360000,Nakuru
Nissan,2007,Black,Kenyan Used,Automatic,125000.0,1180000,Nairobi
Nissan,2005,Yellow,Kenyan Used,Automatic,120000.0,495000,Mombasa
Nissan,2006,White,Kenyan Used,Automatic,120000.0,460000,Nairobi
Nissan,2009,Black,Kenyan Used,Automatic,86532.0,765000,Nairobi
Nissan,2010,Blue,Kenyan Used,Automatic,249000.0,420000,Nairobi
Nissan,1999,Silver,Kenyan Used,Automatic,86532.0,290000,Nairobi
Nissan,2006,Red,Kenyan Used,Automatic,153000.0,670000,Nairobi
Nissan,2006,White,Kenyan Used,Automatic,200038.0,570000,Mombasa
Nissan,2006,White,Kenyan Used,Manual,86532.0,350000,Nairobi
Nissan,2009,White,Kenyan Used,Automatic,90020.0,750000,Nairobi
Nissan,2007,Black,Kenyan Used,Automatic,125000.0,695000,Kericho
Nissan,2011,Black,Kenyan Used,Automatic,86532.0,870000,Nairobi
Nissan,2010,White,Kenyan Used,Automatic,118000.0,460000,Nairobi
Nissan,2013,Silver,Kenyan Used,Automatic,86532.0,740000,Nairobi
Nissan,2012,Silver,Kenyan Used,Automatic,86532.0,1650000,Nairobi
Nissan,2014,White,Kenyan Used,Automatic,86532.0,620000,Nairobi
Nissan,2009,Black,Kenyan Used,Automatic,119000.0,970000,Nairobi
Nissan,2009,Red,Kenyan Used,Automatic,65369.0,450000,Mombasa
Nissan,2013,White,Kenyan Used,Automatic,132000.0,1050000,Nairobi
Nissan,2011,Silver,Kenyan Used,Automatic,106853.0,400000,Nairobi
Nissan,2009,Purple,Kenyan Used,Automatic,129000.0,445000,Nairobi
Nissan,2006,Pearl,Kenyan Used,Automatic,141000.0,620000,Nairobi
Nissan,2007,White,Kenyan Used,Manual,100000.0,330000,Nairobi
Nissan,2006,Silver,Kenyan Used,Automatic,129000.0,680000,Kiambu
Nissan,2012,Red,Kenyan Used,Automatic,110000.0,540000,Nairobi
Nissan,2010,Red,Kenyan Used,Automatic,86532.0,490000,Nairobi
Nissan,2012,Green,Kenyan Used,Automatic,86532.0,535000,Nairobi
Nissan,2012,Gray,Kenyan Used,Automatic,94112.0,980000,Nakuru
Nissan,2011,Black,Kenyan Used,Automatic,102000.0,480000,Mombasa
Nissan,2008,Silver,Kenyan Used,Automatic,145000.0,450000,Nairobi
Nissan,2013,Blue,Kenyan Used,Automatic,75000.0,720000,Kiambu
Nissan,2009,Gray,Kenyan Used,Automatic,86532.0,700000,Uasin Gishu
Nissan,2008,Black,Kenyan Used,Automatic,145000.0,265000,Nairobi
Nissan,2007,Silver,Kenyan Used,Automatic,190000.0,480000,Nairobi
Nissan,2010,White,Kenyan Used,Manual,2700.0,1100000,Nairobi
Nissan,2005,White,Kenyan Used,Automatic,86532.0,290000,Kiambu
Nissan,2013,Silver,Kenyan Used,Automatic,86532.0,695000,Nairobi
Nissan,2009,White,Kenyan Used,Automatic,86532.0,750000,Nakuru
Nissan,2011,Black,Kenyan Used,Automatic,77000.0,1050000,Mombasa
Nissan,1995,White,Kenyan Used,Manual,186528.0,195000,Nairobi
Nissan,2013,Silver,Kenyan Used,AMT,65000.0,779000,Nairobi
Nissan,2011,Gray,Kenyan Used,Automatic,98412.0,1200000,Mombasa
Nissan,2011,Black,Kenyan Used,Automatic,112456.0,1080000,Nairobi
Nissan,2007,Blue,Kenyan Used,Automatic,86532.0,380000,Embu
Nissan,2012,Silver,Kenyan Used,Automatic,170000.0,450000,Mombasa
Nissan,1988,Orange,Kenyan Used,Manual,185236.0,160000,Kajiado
Nissan,2011,Black,Kenyan Used,Automatic,177251.0,495000,Nairobi
Nissan,2007,Black,Kenyan Used,Automatic,123563.0,920000,Nairobi
Nissan,2012,White,Kenyan Used,Automatic,138000.0,980000,Nairobi
Nissan,1987,White,Kenyan Used,Manual,86532.0,500000,Nairobi
Nissan,2007,Pearl,Kenyan Used,Automatic,113000.0,350000,Kiambu
Nissan,2012,Blue,Kenyan Used,Automatic,120000.0,735000,Nairobi
Nissan,2012,Silver,Kenyan Used,Automatic,143000.0,430000,Nairobi
Nissan,2012,Silver,Kenyan Used,Automatic,95862.0,1230000,Nairobi
Nissan,2007,Silver,Kenyan Used,Automatic,146000.0,550000,Nairobi
Nissan,2007,Blue,Kenyan Used,Automatic,152386.0,675000,Nairobi
Nissan,1993,Gray,Kenyan Used,Manual,275810.0,2000000,Nairobi
Nissan,2009,White,Kenyan Used,Automatic,105000.0,1080000,Mombasa
Nissan,2014,Pink,Kenyan Used,Automatic,119000.0,830000,Kiambu
Nissan,2011,Silver,Kenyan Used,Automatic,86532.0,480000,Nairobi
Nissan,1993,Silver,Kenyan Used,Automatic,189000.0,270000,Nairobi
Nissan,2008,Gray,Kenyan Used,Automatic,79000.0,1080000,Nairobi
Nissan,2009,Brown,Kenyan Used,Automatic,114123.0,600000,Mombasa
Nissan,2008,Gray,Kenyan Used,Automatic,86532.0,580000,Nairobi
Nissan,1978,White,Kenyan Used,Manual,132540.0,180000,Makueni
Nissan,2008,White,Kenyan Used,Automatic,146000.0,390000,Nairobi
Nissan,2011,Black,Kenyan Used,Automatic,177000.0,760000,Nairobi
Nissan,2005,Black,Kenyan Used,Automatic,180000.0,550000,Uasin Gishu
Nissan,2013,Silver,Kenyan Used,Automatic,102000.0,450000,Nairobi
Nissan,2009,Silver,Kenyan Used,Automatic,182352.0,450000,Nairobi
Nissan,1999,White,Kenyan Used,Manual,86532.0,220000,Nakuru
Nissan,2008,Gray,Kenyan Used,Automatic,86532.0,890000,Nairobi
Nissan,1996,White,Kenyan Used,Manual,125000.0,160000,Nairobi
Nissan,2004,White,Kenyan Used,Manual,158000.0,585000,Nairobi
Nissan,2009,Blue,Kenyan Used,Automatic,86532.0,395000,Nairobi
Nissan,2013,Orange,Kenyan Used,Automatic,180625.0,490000,Mombasa
Nissan,2007,Black,Kenyan Used,Automatic,96000.0,689999,Nairobi
Nissan,2012,White,Kenyan Used,Automatic,86532.0,1000000,Kiambu
Nissan,1987,White,Kenyan Used,Manual,86532.0,520000,Nairobi
Nissan,2012,Pink,Kenyan Used,Automatic,61000.0,499999,Nairobi
Nissan,2005,White,Kenyan Used,Manual,99000.0,480000,Nairobi
Nissan,2013,Black,Kenyan Used,Automatic,102000.0,1490000,Mombasa
Nissan,2013,White,Kenyan Used,Automatic,135254.0,950000,Nairobi
Nissan,2012,Silver,Kenyan Used,Automatic,86532.0,800000,Nairobi
Nissan,2012,Black,Kenyan Used,Automatic,115000.0,535000,Nairobi
Nissan,1990,Blue,Kenyan Used,Manual,1282858.0,140000,Nakuru
Nissan,2009,Purple,Kenyan Used,Automatic,130000.0,520000,Nairobi
Nissan,2012,White,Kenyan Used,CVT,82000.0,650000,Nairobi
Nissan,2013,Silver,Kenyan Used,Automatic,150000.0,630000,Mombasa
Nissan,2008,White,Kenyan Used,Automatic,150000.0,670000,Nakuru
Nissan,2008,Gray,Kenyan Used,Automatic,111000.0,280000,Kiambu
Nissan,2011,Blue,Kenyan Used,Automatic,150000.0,600000,Nairobi
Nissan,2012,Gray,Kenyan Used,Automatic,136000.0,819000,Nairobi
Nissan,2002,White,Kenyan Used,Automatic,169000.0,420000,Nairobi
Nissan,2013,Black,Kenyan Used,Automatic,116000.0,499000,Kisii
Nissan,1986,White,Kenyan Used,Manual,187999.0,175000,Nairobi
Nissan,2007,White,Kenyan Used,Automatic,200000.0,450000,Nairobi
Nissan,2013,White,Kenyan Used,Manual,145000.0,1495000,Nairobi
Nissan,2006,Blue,Kenyan Used,Automatic,168922.0,370000,Nairobi
Nissan,2012,Silver,Kenyan Used,Automatic,124890.0,1290000,Nairobi
Nissan,2006,Blue,Kenyan Used,Automatic,170000.0,350000,Kiambu
Nissan,2014,Pink,Kenyan Used,Automatic,57000.0,750000,Mombasa
Nissan,2010,Silver,Kenyan Used,Automatic,180000.0,530000,Nairobi
Nissan,2010,Black,Kenyan Used,Automatic,122004.0,880000,Nairobi
Nissan,2009,Blue,Kenyan Used,Automatic,148000.0,495000,Nairobi
Nissan,2000,Black,Kenyan Used,Automatic,115000.0,500000,Nyeri
Nissan,2006,Black,Kenyan Used,Automatic,150000.0,390000,Uasin Gishu
Nissan,2000,Blue,Kenyan Used,Manual,190000.0,275000,Nairobi
Nissan,2012,Silver,Kenyan Used,Automatic,115238.0,1260000,Nairobi
Nissan,2001,White,Kenyan Used,Manual,100000.0,500000,Kajiado
Nissan,2012,Gray,Kenyan Used,Automatic,89630.0,600000,Mombasa
Nissan,1998,Beige,Kenyan Used,Manual,190981.0,350000,Machakos
Nissan,2009,Black,Kenyan Used,Automatic,121000.0,695000,Nakuru
Nissan,2004,Black,Kenyan Used,Automatic,146000.0,375000,Nairobi
Nissan,2014,Red,Kenyan Used,Automatic,86532.0,770000,Nakuru
Nissan,2010,Silver,Kenyan Used,Automatic,130000.0,530000,Kiambu
Nissan,2011,Brown,Kenyan Used,Automatic,75412.0,460000,Mombasa
Nissan,2003,Black,Kenyan Used,Automatic,170000.0,640000,Kiambu
Nissan,2002,Silver,Kenyan Used,Automatic,142000.0,595000,Nairobi
Nissan,2009,White,Kenyan Used,Automatic,117563.0,550000,Kajiado
Nissan,1995,White,Kenyan Used,Manual,121385.0,250000,Kiambu
Nissan,2007,Gray,Kenyan Used,Automatic,151244.0,1000000,Mombasa
Nissan,2006,Black,Kenyan Used,Automatic,144147.0,700000,Nairobi
Nissan,2008,Black,Kenyan Used,Automatic,118500.0,1050000,Mombasa
Nissan,2006,Silver,Kenyan Used,Automatic,112000.0,560000,Nairobi
Nissan,2011,Blue,Kenyan Used,Automatic,112000.0,390000,Kiambu
Nissan,2007,Black,Kenyan Used,Automatic,113980.0,715000,Nairobi
Nissan,2003,Black,Kenyan Used,Automatic,86532.0,625000,Nairobi
Nissan,2006,Red,Kenyan Used,Automatic,118000.0,390000,Nairobi
Nissan,2013,Blue,Kenyan Used,Automatic,89000.0,450000,Nairobi
Nissan,2013,White,Kenyan Used,Automatic,87585.0,630000,Mombasa
Nissan,2011,Purple,Kenyan Used,Automatic,86532.0,750000,Kiambu
Nissan,2013,Silver,Kenyan Used,Automatic,142000.0,750000,Nyeri
Nissan,2012,Silver,Kenyan Used,Automatic,108000.0,530000,Nairobi
Nissan,2006,Silver,Kenyan Used,Automatic,86532.0,285000,Nairobi
Nissan,2005,Red,Kenyan Used,Automatic,86532.0,550000,Nairobi
Nissan,1991,Gray,Kenyan Used,Manual,182382.0,250000,Nairobi
Nissan,2011,Black,Kenyan Used,Automatic,86532.0,1400000,Mombasa
Nissan,2008,Green,Kenyan Used,Automatic,125412.0,730000,Mombasa
Nissan,2014,Blue,Kenyan Used,Automatic,89000.0,485000,Nairobi
Nissan,2012,Blue,Kenyan Used,Automatic,86532.0,690000,Nairobi
Nissan,2003,White,Kenyan Used,Automatic,457900.0,290000,Kiambu
Nissan,2007,White,Kenyan Used,Manual,127000.0,550000,Uasin Gishu
Nissan,2012,Silver,Kenyan Used,Automatic,98000.0,399999,Nairobi
Nissan,2003,Green,Kenyan Used,Manual,150000.0,250000,Nakuru
Nissan,2013,Silver,Kenyan Used,Automatic,86000.0,1190000,Nairobi
Nissan,2004,Beige,Kenyan Used,Automatic,86532.0,655000,Nairobi
Nissan,2003,Black,Kenyan Used,Manual,86532.0,595000,Nairobi
Nissan,2004,Silver,Kenyan Used,Automatic,124000.0,660000,Nairobi
Nissan,2003,Silver,Kenyan Used,Automatic,180000.0,470000,Nairobi
Nissan,2011,Silver,Kenyan Used,Automatic,170000.0,570000,Mombasa
Nissan,2008,Gray,Kenyan Used,Automatic,103000.0,850000,Nakuru
Nissan,2011,Black,Kenyan Used,Automatic,98123.0,730000,Mombasa
Nissan,2013,Gray,Kenyan Used,Automatic,86532.0,560000,Nairobi
Nissan,2008,Black,Kenyan Used,Automatic,112000.0,500000,Nairobi
Nissan,2003,Black,Kenyan Used,Automatic,157000.0,620000,Nairobi
Nissan,2002,Silver,Kenyan Used,Automatic,132000.0,335000,Nairobi
Nissan,2011,Silver,Kenyan Used,CVT,102346.0,400000,Kiambu
Nissan,1990,White,Kenyan Used,Manual,300000.0,125000,Nairobi
Nissan,2003,Silver,Kenyan Used,Automatic,86532.0,570000,Nairobi
Nissan,2008,White,Kenyan Used,Automatic,152000.0,500000,Machakos
Nissan,2009,Black,Kenyan Used,Automatic,168000.0,750000,Nakuru
Nissan,2011,White,Kenyan Used,Automatic,150000.0,550000,Nairobi
Nissan,2004,Red,Kenyan Used,Automatic,200000.0,1500000,Mombasa
Nissan,2011,Silver,Kenyan Used,Automatic,86532.0,440000,Kiambu
Nissan,2004,Black,Kenyan Used,Manual,128525.0,570000,Nairobi
Nissan,1999,Blue,Kenyan Used,Manual,86532.0,200000,Kajiado
Nissan,2011,Black,Kenyan Used,Automatic,98452.0,1450000,Mombasa
Nissan,2012,Silver,Kenyan Used,Automatic,86532.0,870000,Mombasa
Nissan,2002,Silver,Kenyan Used,Automatic,115000.0,580000,Kajiado
Nissan,2004,Black,Kenyan Used,Manual,148000.0,560000,Nakuru
Nissan,1998,White,Kenyan Used,Manual,299652.0,80000,Nakuru
Nissan,2012,Silver,Kenyan Used,Automatic,86532.0,870000,Mombasa
Nissan,2002,Silver,Kenyan Used,Automatic,115000.0,580000,Kajiado
Nissan,2004,Black,Kenyan Used,Manual,148000.0,560000,Nakuru
Nissan,2007,Gold,Kenyan Used,Automatic,134055.0,650000,Nairobi
Nissan,1998,White,Kenyan Used,Manual,299652.0,80000,Nakuru
Nissan,2004,Blue,Kenyan Used,Automatic,145288.0,300000,Kiambu
Nissan,2009,Silver,Kenyan Used,Automatic,86532.0,440000,Nairobi
Nissan,2006,Blue,Kenyan Used,Manual,161157.0,430000,Nairobi
Nissan,1995,White,Kenyan Used,Manual,86532.0,260000,Nairobi
Nissan,2012,Black,Kenyan Used,Automatic,97000.0,470000,Nairobi
Nissan,2013,Red,Kenyan Used,Automatic,87235.0,920000,Mombasa
Nissan,1986,Blue,Kenyan Used,Manual,86532.0,235000,Nairobi
Nissan,2002,Silver,Kenyan Used,Automatic,217000.0,450000,Nairobi
Nissan,2009,Silver,Kenyan Used,Automatic,139000.0,550000,Nairobi
Nissan,2007,Black,Kenyan Used,Automatic,123563.0,920000,Nairobi
Nissan,2011,Red,Kenyan Used,Automatic,98056.0,435000,Nairobi
Nissan,2009,Black,Kenyan Used,Automatic,59524.0,1300000,Nairobi
Nissan,2010,Gray,Kenyan Used,Automatic,150000.0,490000,Murang'a
